query,user,ip
UPDATE reviews SET name='updated' WHERE id=555,analyst,10.0.0.19
UPDATE users SET name='updated' WHERE id=313,svc,192.168.1.46
UPDATE logs SET name='updated' WHERE id=960,analyst,192.168.1.58
UPDATE sessions SET name='updated' WHERE id=936,svc,192.168.1.14
UPDATE sessions SET name='updated' WHERE id=238,guest,192.168.1.32
UPDATE sessions SET name='updated' WHERE id=978,bob,192.168.1.19
UPDATE users SET name='updated' WHERE id=696,guest,192.168.1.26
UPDATE logs SET name='updated' WHERE id=819,bob,192.168.1.25
UPDATE users SET name='updated' WHERE id=978,bob,10.0.0.18
UPDATE inventory SET name='updated' WHERE id=728,charlie,192.168.1.43
UPDATE products SET name='updated' WHERE id=886,admin,192.168.1.42
UPDATE sessions SET name='updated' WHERE id=777,alice,10.0.0.4
UPDATE users SET name='updated' WHERE id=509,bob,10.0.0.5
UPDATE reviews SET name='updated' WHERE id=624,charlie,192.168.1.34
UPDATE sessions SET name='updated' WHERE id=86,bob,10.0.0.7
UPDATE products SET name='updated' WHERE id=117,alice,10.0.0.22
UPDATE sessions SET name='updated' WHERE id=56,analyst,10.0.0.27
UPDATE reviews SET name='updated' WHERE id=668,charlie,10.0.0.12
UPDATE inventory SET name='updated' WHERE id=368,alice,10.0.0.29
UPDATE reviews SET name='updated' WHERE id=678,guest,10.0.0.11
UPDATE inventory SET name='updated' WHERE id=452,alice,10.0.0.29
UPDATE logs SET name='updated' WHERE id=616,bob,192.168.1.54
UPDATE reviews SET name='updated' WHERE id=372,admin,192.168.1.39
UPDATE sessions SET name='updated' WHERE id=367,guest,192.168.1.45
UPDATE reviews SET name='updated' WHERE id=258,bob,192.168.1.19
UPDATE logs SET name='updated' WHERE id=382,alice,192.168.1.39
UPDATE logs SET name='updated' WHERE id=788,alice,192.168.1.50
UPDATE products SET name='updated' WHERE id=591,analyst,192.168.1.50
UPDATE logs SET name='updated' WHERE id=633,alice,10.0.0.22
UPDATE inventory SET name='updated' WHERE id=696,admin,192.168.1.44
UPDATE reviews SET name='updated' WHERE id=384,charlie,192.168.1.57
UPDATE reviews SET name='updated' WHERE id=124,alice,192.168.1.33
UPDATE products SET name='updated' WHERE id=302,analyst,192.168.1.33
UPDATE inventory SET name='updated' WHERE id=856,analyst,10.0.0.5
UPDATE users SET name='updated' WHERE id=338,analyst,10.0.0.18
UPDATE products SET name='updated' WHERE id=219,charlie,192.168.1.44
UPDATE reviews SET name='updated' WHERE id=999,admin,192.168.1.22
UPDATE sessions SET name='updated' WHERE id=976,admin,192.168.1.20
UPDATE users SET name='updated' WHERE id=887,guest,192.168.1.47
UPDATE orders SET name='updated' WHERE id=674,bob,192.168.1.14
UPDATE logs SET name='updated' WHERE id=746,admin,10.0.0.25
UPDATE products SET name='updated' WHERE id=491,guest,10.0.0.18
UPDATE orders SET name='updated' WHERE id=624,guest,192.168.1.18
UPDATE reviews SET name='updated' WHERE id=689,admin,10.0.0.21
UPDATE orders SET name='updated' WHERE id=852,guest,10.0.0.16
UPDATE logs SET name='updated' WHERE id=903,bob,192.168.1.38
UPDATE sessions SET name='updated' WHERE id=344,bob,192.168.1.11
UPDATE orders SET name='updated' WHERE id=678,svc,192.168.1.20
UPDATE logs SET name='updated' WHERE id=473,svc,10.0.0.19
UPDATE users SET name='updated' WHERE id=713,charlie,192.168.1.43
UPDATE reviews SET name='updated' WHERE id=404,alice,192.168.1.23
UPDATE logs SET name='updated' WHERE id=366,svc,192.168.1.25
UPDATE orders SET name='updated' WHERE id=760,guest,192.168.1.58
UPDATE reviews SET name='updated' WHERE id=404,admin,192.168.1.43
UPDATE users SET name='updated' WHERE id=864,analyst,10.0.0.5
UPDATE reviews SET name='updated' WHERE id=720,svc,192.168.1.30
UPDATE reviews SET name='updated' WHERE id=346,charlie,192.168.1.15
UPDATE sessions SET name='updated' WHERE id=426,guest,192.168.1.45
UPDATE inventory SET name='updated' WHERE id=506,charlie,192.168.1.58
UPDATE inventory SET name='updated' WHERE id=370,alice,192.168.1.48
UPDATE users SET name='updated' WHERE id=590,svc,10.0.0.8
UPDATE reviews SET name='updated' WHERE id=216,admin,192.168.1.21
UPDATE users SET name='updated' WHERE id=776,charlie,10.0.0.26
UPDATE products SET name='updated' WHERE id=397,bob,10.0.0.7
UPDATE reviews SET name='updated' WHERE id=438,svc,192.168.1.21
UPDATE sessions SET name='updated' WHERE id=733,admin,192.168.1.39
UPDATE products SET name='updated' WHERE id=216,guest,192.168.1.25
UPDATE logs SET name='updated' WHERE id=757,svc,192.168.1.36
UPDATE orders SET name='updated' WHERE id=803,alice,192.168.1.47
UPDATE sessions SET name='updated' WHERE id=124,bob,10.0.0.7
UPDATE products SET name='updated' WHERE id=8,guest,10.0.0.5
UPDATE orders SET name='updated' WHERE id=574,guest,192.168.1.57
UPDATE reviews SET name='updated' WHERE id=433,guest,192.168.1.49
UPDATE users SET name='updated' WHERE id=563,admin,10.0.0.10
UPDATE inventory SET name='updated' WHERE id=189,svc,192.168.1.38
UPDATE users SET name='updated' WHERE id=639,guest,10.0.0.12
UPDATE sessions SET name='updated' WHERE id=766,admin,192.168.1.57
UPDATE logs SET name='updated' WHERE id=104,admin,192.168.1.28
UPDATE users SET name='updated' WHERE id=669,analyst,192.168.1.23
UPDATE logs SET name='updated' WHERE id=893,alice,192.168.1.44
UPDATE sessions SET name='updated' WHERE id=956,guest,192.168.1.10
UPDATE users SET name='updated' WHERE id=204,guest,192.168.1.31
UPDATE reviews SET name='updated' WHERE id=746,alice,192.168.1.32
UPDATE users SET name='updated' WHERE id=817,analyst,10.0.0.29
UPDATE users SET name='updated' WHERE id=72,guest,192.168.1.14
UPDATE reviews SET name='updated' WHERE id=386,bob,192.168.1.18
UPDATE logs SET name='updated' WHERE id=105,alice,10.0.0.16
UPDATE users SET name='updated' WHERE id=68,svc,192.168.1.32
UPDATE orders SET name='updated' WHERE id=587,admin,192.168.1.55
UPDATE orders SET name='updated' WHERE id=791,alice,10.0.0.13
UPDATE reviews SET name='updated' WHERE id=939,charlie,192.168.1.49
UPDATE orders SET name='updated' WHERE id=727,svc,10.0.0.18
UPDATE inventory SET name='updated' WHERE id=413,bob,10.0.0.11
UPDATE inventory SET name='updated' WHERE id=264,guest,10.0.0.28
UPDATE users SET name='updated' WHERE id=730,guest,192.168.1.48
UPDATE orders SET name='updated' WHERE id=706,alice,192.168.1.31
UPDATE inventory SET name='updated' WHERE id=801,svc,192.168.1.12
UPDATE reviews SET name='updated' WHERE id=327,charlie,192.168.1.19
UPDATE users SET name='updated' WHERE id=713,guest,192.168.1.25
UPDATE sessions SET name='updated' WHERE id=688,bob,192.168.1.32
UPDATE sessions SET name='updated' WHERE id=951,alice,10.0.0.28
UPDATE orders SET name='updated' WHERE id=655,svc,192.168.1.33
UPDATE reviews SET name='updated' WHERE id=727,bob,192.168.1.55
UPDATE products SET name='updated' WHERE id=370,analyst,10.0.0.4
UPDATE orders SET name='updated' WHERE id=574,charlie,192.168.1.18
UPDATE reviews SET name='updated' WHERE id=974,bob,192.168.1.52
UPDATE reviews SET name='updated' WHERE id=771,charlie,10.0.0.8
UPDATE reviews SET name='updated' WHERE id=723,admin,10.0.0.12
UPDATE reviews SET name='updated' WHERE id=976,alice,192.168.1.24
UPDATE reviews SET name='updated' WHERE id=158,alice,192.168.1.58
UPDATE orders SET name='updated' WHERE id=138,admin,10.0.0.16
DELETE FROM logs WHERE id=676,svc,10.0.0.11
DELETE FROM products WHERE id=831,charlie,10.0.0.19
DELETE FROM inventory WHERE id=973,guest,10.0.0.28
DELETE FROM products WHERE id=932,alice,192.168.1.58
DELETE FROM products WHERE id=495,svc,192.168.1.40
DELETE FROM inventory WHERE id=527,svc,192.168.1.24
DELETE FROM inventory WHERE id=620,alice,192.168.1.26
DELETE FROM logs WHERE id=942,alice,10.0.0.8
DELETE FROM products WHERE id=521,charlie,192.168.1.56
DELETE FROM products WHERE id=664,alice,192.168.1.16
DELETE FROM reviews WHERE id=730,admin,10.0.0.20
DELETE FROM users WHERE id=968,charlie,192.168.1.31
DELETE FROM products WHERE id=445,charlie,192.168.1.28
DELETE FROM sessions WHERE id=674,guest,192.168.1.13
DELETE FROM users WHERE id=535,admin,192.168.1.45
DELETE FROM inventory WHERE id=829,charlie,192.168.1.28
DELETE FROM inventory WHERE id=925,admin,192.168.1.28
DELETE FROM sessions WHERE id=638,charlie,192.168.1.44
DELETE FROM inventory WHERE id=180,analyst,10.0.0.19
DELETE FROM users WHERE id=363,alice,192.168.1.46
DELETE FROM orders WHERE id=897,analyst,192.168.1.47
DELETE FROM products WHERE id=3,bob,10.0.0.1
DELETE FROM inventory WHERE id=489,guest,192.168.1.20
DELETE FROM logs WHERE id=726,svc,192.168.1.43
DELETE FROM logs WHERE id=842,charlie,192.168.1.23
DELETE FROM sessions WHERE id=455,analyst,192.168.1.10
DELETE FROM products WHERE id=297,svc,192.168.1.30
DELETE FROM sessions WHERE id=223,bob,10.0.0.15
DELETE FROM logs WHERE id=643,bob,192.168.1.51
DELETE FROM logs WHERE id=708,svc,192.168.1.32
DELETE FROM reviews WHERE id=948,guest,192.168.1.24
DELETE FROM reviews WHERE id=210,admin,10.0.0.4
DELETE FROM users WHERE id=427,admin,192.168.1.17
DELETE FROM inventory WHERE id=104,bob,10.0.0.3
DELETE FROM orders WHERE id=349,admin,192.168.1.20
DELETE FROM orders WHERE id=370,svc,10.0.0.13
DELETE FROM reviews WHERE id=226,analyst,192.168.1.52
DELETE FROM products WHERE id=291,guest,192.168.1.39
DELETE FROM orders WHERE id=23,analyst,192.168.1.55
DELETE FROM sessions WHERE id=144,svc,10.0.0.6
DELETE FROM users WHERE id=268,bob,192.168.1.51
DELETE FROM logs WHERE id=949,charlie,10.0.0.4
DELETE FROM orders WHERE id=766,svc,192.168.1.33
DELETE FROM inventory WHERE id=16,svc,10.0.0.10
DELETE FROM users WHERE id=597,guest,192.168.1.23
DELETE FROM sessions WHERE id=506,svc,192.168.1.12
DELETE FROM logs WHERE id=899,alice,10.0.0.27
DELETE FROM users WHERE id=998,charlie,192.168.1.47
DELETE FROM logs WHERE id=857,alice,192.168.1.29
DELETE FROM products WHERE id=885,analyst,192.168.1.57
DELETE FROM reviews WHERE id=366,svc,192.168.1.59
DELETE FROM logs WHERE id=244,analyst,192.168.1.42
DELETE FROM reviews WHERE id=915,charlie,10.0.0.15
DELETE FROM products WHERE id=515,bob,10.0.0.22
DELETE FROM inventory WHERE id=266,charlie,192.168.1.45
DELETE FROM reviews WHERE id=998,charlie,192.168.1.46
DELETE FROM logs WHERE id=201,analyst,192.168.1.42
DELETE FROM orders WHERE id=826,charlie,192.168.1.47
DELETE FROM sessions WHERE id=648,charlie,192.168.1.49
DELETE FROM reviews WHERE id=404,svc,192.168.1.44
DELETE FROM users WHERE id=671,charlie,10.0.0.3
DELETE FROM logs WHERE id=111,admin,192.168.1.37
DELETE FROM sessions WHERE id=933,svc,10.0.0.23
DELETE FROM logs WHERE id=939,svc,192.168.1.17
DELETE FROM sessions WHERE id=7,svc,10.0.0.8
DELETE FROM reviews WHERE id=673,admin,192.168.1.19
DELETE FROM inventory WHERE id=123,charlie,10.0.0.4
DELETE FROM logs WHERE id=993,bob,192.168.1.43
DELETE FROM users WHERE id=537,svc,10.0.0.11
DELETE FROM sessions WHERE id=92,svc,10.0.0.29
DELETE FROM sessions WHERE id=212,admin,192.168.1.34
DELETE FROM orders WHERE id=595,bob,10.0.0.18
DELETE FROM products WHERE id=880,svc,192.168.1.34
DELETE FROM sessions WHERE id=358,charlie,10.0.0.6
DELETE FROM sessions WHERE id=153,charlie,10.0.0.10
DELETE FROM products WHERE id=21,analyst,192.168.1.44
DELETE FROM reviews WHERE id=843,charlie,192.168.1.46
DELETE FROM users WHERE id=32,svc,192.168.1.32
DELETE FROM logs WHERE id=238,alice,192.168.1.12
DELETE FROM orders WHERE id=520,admin,192.168.1.41
DELETE FROM orders WHERE id=458,charlie,192.168.1.55
DELETE FROM inventory WHERE id=606,admin,192.168.1.29
DELETE FROM reviews WHERE id=813,svc,192.168.1.15
DELETE FROM reviews WHERE id=100,analyst,192.168.1.28
DELETE FROM reviews WHERE id=118,guest,192.168.1.33
DELETE FROM sessions WHERE id=194,admin,192.168.1.12
DELETE FROM sessions WHERE id=475,analyst,10.0.0.27
DELETE FROM products WHERE id=567,alice,192.168.1.15
DELETE FROM sessions WHERE id=376,admin,10.0.0.1
DELETE FROM sessions WHERE id=818,guest,192.168.1.12
DELETE FROM inventory WHERE id=982,charlie,192.168.1.56
DELETE FROM products WHERE id=378,charlie,192.168.1.57
DELETE FROM users WHERE id=68,admin,192.168.1.52
DELETE FROM products WHERE id=908,charlie,10.0.0.21
DELETE FROM orders WHERE id=807,admin,192.168.1.40
DELETE FROM reviews WHERE id=120,alice,192.168.1.53
DELETE FROM inventory WHERE id=997,analyst,192.168.1.23
DELETE FROM inventory WHERE id=815,svc,10.0.0.22
DELETE FROM products WHERE id=57,alice,10.0.0.12
DELETE FROM reviews WHERE id=135,analyst,192.168.1.39
SELECT COUNT(*),status FROM inventory GROUP BY status,bob,192.168.1.56
SELECT COUNT(*),status FROM products GROUP BY status,alice,10.0.0.13
SELECT COUNT(*),status FROM products GROUP BY status,alice,192.168.1.45
SELECT COUNT(*),status FROM orders GROUP BY status,bob,192.168.1.26
SELECT COUNT(*),status FROM users GROUP BY status,bob,192.168.1.37
SELECT COUNT(*),status FROM inventory GROUP BY status,svc,10.0.0.6
SELECT COUNT(*),status FROM sessions GROUP BY status,analyst,10.0.0.21
SELECT COUNT(*),status FROM users GROUP BY status,analyst,192.168.1.31
SELECT COUNT(*),status FROM users GROUP BY status,admin,192.168.1.31
SELECT COUNT(*),status FROM logs GROUP BY status,admin,192.168.1.37
SELECT COUNT(*),status FROM users GROUP BY status,charlie,10.0.0.7
SELECT COUNT(*),status FROM inventory GROUP BY status,alice,10.0.0.1
SELECT COUNT(*),status FROM orders GROUP BY status,analyst,192.168.1.47
SELECT COUNT(*),status FROM orders GROUP BY status,analyst,192.168.1.52
SELECT COUNT(*),status FROM users GROUP BY status,alice,192.168.1.39
SELECT COUNT(*),status FROM reviews GROUP BY status,guest,192.168.1.12
SELECT COUNT(*),status FROM inventory GROUP BY status,svc,192.168.1.31
SELECT COUNT(*),status FROM orders GROUP BY status,admin,192.168.1.20
SELECT COUNT(*),status FROM orders GROUP BY status,svc,192.168.1.19
SELECT COUNT(*),status FROM orders GROUP BY status,bob,192.168.1.46
SELECT COUNT(*),status FROM products GROUP BY status,analyst,10.0.0.10
SELECT COUNT(*),status FROM reviews GROUP BY status,svc,192.168.1.15
SELECT COUNT(*),status FROM logs GROUP BY status,alice,10.0.0.3
SELECT COUNT(*),status FROM reviews GROUP BY status,admin,192.168.1.51
SELECT COUNT(*),status FROM orders GROUP BY status,bob,192.168.1.15
SELECT COUNT(*),status FROM sessions GROUP BY status,admin,10.0.0.16
SELECT COUNT(*),status FROM sessions GROUP BY status,guest,192.168.1.34
SELECT COUNT(*),status FROM products GROUP BY status,bob,192.168.1.27
SELECT COUNT(*),status FROM products GROUP BY status,svc,192.168.1.44
SELECT COUNT(*),status FROM users GROUP BY status,alice,10.0.0.11
SELECT COUNT(*),status FROM orders GROUP BY status,svc,192.168.1.23
SELECT COUNT(*),status FROM orders GROUP BY status,guest,192.168.1.31
SELECT COUNT(*),status FROM users GROUP BY status,analyst,10.0.0.19
SELECT COUNT(*),status FROM inventory GROUP BY status,alice,192.168.1.20
SELECT COUNT(*),status FROM products GROUP BY status,analyst,10.0.0.1
SELECT COUNT(*),status FROM orders GROUP BY status,svc,192.168.1.19
SELECT COUNT(*),status FROM inventory GROUP BY status,charlie,192.168.1.43
SELECT COUNT(*),status FROM logs GROUP BY status,guest,192.168.1.12
SELECT COUNT(*),status FROM orders GROUP BY status,guest,10.0.0.24
SELECT COUNT(*),status FROM users GROUP BY status,alice,10.0.0.23
SELECT COUNT(*),status FROM orders GROUP BY status,analyst,10.0.0.13
SELECT COUNT(*),status FROM orders GROUP BY status,svc,10.0.0.27
SELECT COUNT(*),status FROM orders GROUP BY status,svc,192.168.1.56
SELECT COUNT(*),status FROM products GROUP BY status,admin,192.168.1.47
SELECT COUNT(*),status FROM logs GROUP BY status,svc,10.0.0.5
SELECT COUNT(*),status FROM logs GROUP BY status,bob,10.0.0.12
SELECT COUNT(*),status FROM inventory GROUP BY status,alice,10.0.0.14
SELECT COUNT(*),status FROM logs GROUP BY status,alice,10.0.0.8
SELECT COUNT(*),status FROM reviews GROUP BY status,charlie,192.168.1.47
SELECT COUNT(*),status FROM logs GROUP BY status,charlie,192.168.1.49
SELECT COUNT(*),status FROM users GROUP BY status,bob,10.0.0.16
SELECT COUNT(*),status FROM inventory GROUP BY status,analyst,10.0.0.20
SELECT COUNT(*),status FROM products GROUP BY status,bob,192.168.1.36
SELECT COUNT(*),status FROM inventory GROUP BY status,bob,10.0.0.27
SELECT COUNT(*),status FROM products GROUP BY status,charlie,10.0.0.2
SELECT COUNT(*),status FROM sessions GROUP BY status,guest,10.0.0.4
SELECT COUNT(*),status FROM users GROUP BY status,guest,192.168.1.29
SELECT COUNT(*),status FROM orders GROUP BY status,alice,192.168.1.58
SELECT COUNT(*),status FROM orders GROUP BY status,charlie,192.168.1.52
SELECT COUNT(*),status FROM sessions GROUP BY status,charlie,192.168.1.33
SELECT COUNT(*),status FROM reviews GROUP BY status,analyst,192.168.1.57
SELECT COUNT(*),status FROM logs GROUP BY status,alice,10.0.0.28
SELECT COUNT(*),status FROM users GROUP BY status,bob,10.0.0.7
SELECT COUNT(*),status FROM inventory GROUP BY status,admin,192.168.1.31
SELECT COUNT(*),status FROM users GROUP BY status,admin,192.168.1.57
SELECT COUNT(*),status FROM orders GROUP BY status,guest,10.0.0.9
SELECT COUNT(*),status FROM products GROUP BY status,charlie,10.0.0.9
SELECT COUNT(*),status FROM users GROUP BY status,bob,192.168.1.32
SELECT COUNT(*),status FROM sessions GROUP BY status,analyst,192.168.1.57
SELECT COUNT(*),status FROM logs GROUP BY status,alice,192.168.1.19
SELECT COUNT(*),status FROM users GROUP BY status,charlie,192.168.1.58
SELECT COUNT(*),status FROM products GROUP BY status,admin,10.0.0.6
SELECT COUNT(*),status FROM reviews GROUP BY status,svc,192.168.1.24
SELECT COUNT(*),status FROM sessions GROUP BY status,svc,10.0.0.24
SELECT COUNT(*),status FROM logs GROUP BY status,charlie,10.0.0.26
SELECT COUNT(*),status FROM sessions GROUP BY status,alice,192.168.1.12
SELECT COUNT(*),status FROM orders GROUP BY status,svc,10.0.0.24
SELECT COUNT(*),status FROM sessions GROUP BY status,charlie,192.168.1.27
SELECT COUNT(*),status FROM orders GROUP BY status,svc,192.168.1.15
SELECT COUNT(*),status FROM logs GROUP BY status,analyst,192.168.1.39
SELECT COUNT(*),status FROM logs GROUP BY status,alice,192.168.1.27
SELECT COUNT(*),status FROM reviews GROUP BY status,admin,10.0.0.10
SELECT COUNT(*),status FROM reviews GROUP BY status,bob,10.0.0.19
SELECT COUNT(*),status FROM users GROUP BY status,svc,192.168.1.26
SELECT COUNT(*),status FROM reviews GROUP BY status,bob,192.168.1.53
SELECT COUNT(*),status FROM products GROUP BY status,bob,192.168.1.22
SELECT COUNT(*),status FROM products GROUP BY status,admin,10.0.0.5
SELECT COUNT(*),status FROM logs GROUP BY status,svc,192.168.1.19
SELECT COUNT(*),status FROM orders GROUP BY status,alice,10.0.0.5
SELECT COUNT(*),status FROM sessions GROUP BY status,svc,192.168.1.15
SELECT COUNT(*),status FROM users GROUP BY status,analyst,192.168.1.23
SELECT COUNT(*),status FROM products GROUP BY status,guest,192.168.1.44
SELECT COUNT(*),status FROM logs GROUP BY status,admin,192.168.1.51
SELECT COUNT(*),status FROM sessions GROUP BY status,alice,192.168.1.27
SELECT COUNT(*),status FROM orders GROUP BY status,admin,192.168.1.31
SELECT COUNT(*),status FROM orders GROUP BY status,admin,10.0.0.6
SELECT COUNT(*),status FROM inventory GROUP BY status,admin,192.168.1.38
SELECT COUNT(*),status FROM logs GROUP BY status,alice,192.168.1.31
SELECT COUNT(*),status FROM users GROUP BY status,guest,192.168.1.38
SELECT COUNT(*),status FROM logs GROUP BY status,guest,192.168.1.25
SELECT id, name FROM products WHERE category = 'books',alice,192.168.1.10
SELECT COUNT(*) FROM orders WHERE status = 'pending',bob,10.0.0.5
INSERT INTO cart (user_id, product_id, qty) VALUES (5, 12, 1),charlie,192.168.1.20
UPDATE users SET last_login = NOW() WHERE id = 3,alice,192.168.1.10
SELECT p.name, c.name FROM products p JOIN categories c ON p.cat_id = c.id LIMIT 20,dave,10.0.0.8
DELETE FROM sessions WHERE expires < NOW(),svc,10.0.0.1
SELECT COUNT(*), status FROM orders GROUP BY status,analyst,10.0.0.15
